Configuration,Term,J,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
3p6,1S,0,,0.0,,0.3,, 100                                    ,L12392
3p5.4s,3P*,2,,162502.7,,0.1,1.48,  95                                    ,L12188
3p5.4s,3P*,1,,163232.2,,0.1,1.47,  68         :    21  3p5.3d 3P*        ,L12188
3p5.4s,3P*,0,,165145.4,,0.2,,  78         :    22  3p5.3d 3P*        ,L12188
3p5.3d,3P*,0,,163432.1,,0.1,,  77         :    22  3p5.4s 3P*        ,L12188
3p5.3d,3P*,1,,164492.0,,0.1,1.38,  76         :    14  3p5.4s 3P*        ,L12188
3p5.3d,3P*,2,,164927.9,,0.1,1.47,  94                                    ,L12188
3p5.4s,1P*,1,,166457.3,,0.1,1.07,  81         :    18  3p5.4s 3P*        ,L12188
3p5.3d,3F*,4,,170049.2,,0.1,(1.25), 100                                    ,L12188
3p5.3d,3F*,3,,170831.1,,0.1,1.09,  98                                    ,L12188
3p5.3d,3F*,2,,171522.6,,0.1,1.36,  98                                    ,L12188
3p5.3d,1D*,2,,179349.2,,0.1,(1.07),  56         :    42  3p5.3d 3D*        ,L12188
3p5.3d,3D*,3,,179395.8,,0.1,(1.20),  60         :    40  3p5.3d 1F*        ,L12188
3p5.3d,3D*,2,,180392.7,,0.1,(1.10),  57         :    43  3p5.3d 1D*        ,L12188
3p5.3d,3D*,1,,180448.9,,0.1,(0.50), 100                                    ,L12188
3p5.3d,1F*,3,,180618.7,,0.1,(1.13),  59         :    39  3p5.3d 3D*        ,L12188
3p5.4p,3S,1,,183204.1,,0.1,1.96,  97                                    ,L12188
3p5.4p,3D,3,,186383.8,,0.1,1.35, 100                                    ,L12188
3p5.4p,3D,2,,186681.4,,0.1,1.11,  75         :    23  3p5.4p 1D         ,L12188
3p5.4p,3D,1,,187527.0,,0.1,0.72,  77         :    14  3p5.4p 1P         ,L12188
3p5.4p,1D,2,,188150.3,,0.1,1.19,  52         :    40  3p5.4p 3P         ,L12188
3p5.4p,1P,1,,189239.5,,0.1,0.95,  53         :    24  3p5.4p 3P         ,L12188
3p5.4p,3P,2,,189657.4,,0.1,1.31,  57         :    26  3p5.4p 1D         ,L12188
3p5.4p,3P,0,,189768.0,,0.1,,  97                                    ,L12188
3p5.4p,3P,1,,190130.7,,0.1,1.38,  66         :    32  3p5.4p 1P         ,L12188
3p5.4p,1S,0,,194772.2,,0.1,,  93         :     3  3p5.4p 3P         ,L12188
3p5.3d,1P*,1,,201957.6,,0.2,(1.00),  54         :    42  3p5.4d 1P*        ,L12188
3p5.(2P*<3/2>).5s,2[3/2]*,2,,212571.2,,0.1,1.51, 100                                    ,L12188
3p5.(2P*<3/2>).5s,2[3/2]*,1,,212988.6,,0.1,1.19,  97                                    ,L12188
3p5.(2P*<1/2>).5s,2[1/2]*,0,,214722.7,,0.2,,  83         :    17  3p5.4d 3P*        ,L12188
3p5.(2P*<1/2>).5s,2[1/2]*,1,,215014.6,,0.1,1.25,  85         :    12  3p5.4d 3P*        ,L12188
3p5.4d,3P*,0,(,215121,),263,,  82         :    17  3p5.5s 3P*        ,L12188
3p5.4d,3P*,1,,215400.9,,0.1,1.44,  84         :     8  3p5.5s 3P*        ,L12188
3p5.4d,3P*,2,,215851.5,,0.1,1.46,  89         :     6  3p5.4d 3D*        ,L12188
3p5.4d,3F*,4,(,215976,),263,(1.25), 100                                    ,L12188
3p5.4d,3F*,3,(,216455,),263,(1.09),  84         :    10  3p5.4d 1F*        ,L12188
3p5.4d,3F*,2,,217061.9,,0.2,(0.79),  70         :    18  3p5.4d 1D*        ,L12188
3p5.4d,3D*,3,,217722.3,,0.2,(1.19),  55         :    44  3p5.4d 1F*        ,L12188
3p5.4d,3D*,1,(,218992,),263,(0.53),  97                                    ,L12188
3p5.4d,3D*,2,,219192.1,,0.2,(1.14),  54         :    36  3p5.4d 1D*        ,L12188
3p5.4d,1D*,2,(,218900,),263,(0.95),  42         :    30  3p5.4d 3F*        ,L12188
3p5.4d,1F*,3,(,219354,),263,(1.15),  45         :    40  3p5.4d 3D*        ,L12188
3p5.(2P*<3/2>).4f,2[3/2],1,,227100.9,,0.2,(0.50), 100                                    ,L12188
3p5.(2P*<3/2>).4f,2[3/2],2,,227123.2,,0.1,(1.11),  98                                    ,L12188
3p5.(2P*<3/2>).4f,2[9/2],5,,227226.0,,0.4,(1.20), 100                                    ,L12188
3p5.(2P*<3/2>).4f,2[9/2],4,,227230.6,,0.2,(1.02), 100                                    ,L12188
3p5.(2P*<3/2>).4f,2[5/2],3,,227343.9,,0.2,(1.21),  99                                    ,L12188
3p5.(2P*<3/2>).4f,2[5/2],2,,227367.2,,0.1,(0.88),  99                                    ,L12188
3p5.(2P*<3/2>).4f,2[7/2],3,,227484.8,,0.1,(0.94),  99                                    ,L12188
3p5.(2P*<3/2>).4f,2[7/2],4,,227487.5,,0.1,(1.18),  99                                    ,L12188
3p5.(2P*<1/2>).4f,2[7/2],3,,229492.5,,0.2,(0.84),  99                                    ,L12188
3p5.(2P*<1/2>).4f,2[7/2],4,,229495.9,,0.3,(1.10),  99                                    ,L12188
3p5.(2P*<1/2>).4f,2[5/2],3,,229507.0,,0.1,(1.18),  99                                    ,L12188
3p5.(2P*<1/2>).4f,2[5/2],2,,229524.9,,0.2,(0.85),  99                                    ,L12188
3p5.6s,"(3/2,1/2)*",1,,230500,,400,,  99                                    ,L11572
3p5.5d,"(3/2,3/2)*",1,,231700,,400,,"  71         :    26  3p5.5d (3/2,5/2)* ",L11572
3p5.6s,"(1/2,1/2)*",1,,232600,,400,,  99                                    ,L11572
3p5.5d,"(3/2,5/2)*",1,,233700,,400,,"  43         :    24  3p5.5d (1/2,3/2)* ",L11572
3p5.5d,"(1/2,3/2)*",1,,237000,,400,,"  60         :    30  3p5.5d (3/2,5/2)* ",L11572
3p5.(2P*<3/2>).5f,2[3/2],1,,237204.7,,0.3,(0.50), 100                                    ,L12188
3p5.(2P*<3/2>).5f,2[3/2],2,,237220.4,,0.6,(1.11),  98                                    ,L12188
3p5.(2P*<3/2>).5f,2[9/2],5,,237271.2,,0.5,(1.20), 100                                    ,L12188
3p5.(2P*<3/2>).5f,2[9/2],4,,237275.3,,0.2,(1.02), 100                                    ,L12188
3p5.(2P*<3/2>).5f,2[5/2],3,,237339.0,,0.2,(1.19), 100                                    ,L12188
3p5.(2P*<3/2>).5f,2[5/2],2,,237356.7,,0.2,(0.85),  98                                    ,L12188
3p5.(2P*<3/2>).5f,2[7/2],4,,237407.2,,0.4,(1.19), 100                                    ,L12188
3p5.(2P*<3/2>).5f,2[7/2],3,,237408.5,,0.2,(0.95), 100                                    ,L12188
3p5.7s,"(3/2,1/2)*",1,,239000,,400,, 100                                    ,L11572
3p5.(2P*<1/2>).5f,2[7/2],3,,239485.4,,0.3,(0.83), 100                                    ,L12188
3p5.(2P*<1/2>).5f,2[7/2],4,,239487.7,,0.5,(1.09), 100                                    ,L12188
3p5.(2P*<1/2>).5f,2[5/2],3,,239486.7,,0.4,(1.19), 100                                    ,L12188
3p5.(2P*<1/2>).5f,2[5/2],2,,239503.3,,0.3,(0.87), 100                                    ,L12188
3p5.6d,"(3/2,3/2)*",1,,239600,,400,,"  79         :    13  3p5.6d (3/2,5/2)* ",L11572
3p5.7s,"(1/2,1/2)*",1,,241000,,400,,"  71         :    29  3p5.6d (3/2,5/2)* ",L11572
3p5.6d,"(3/2,5/2)*",1,,241000,,400,,"  38         :    18  3p5.6d (3/2,3/2)* ",L11572
3p5.(2P*<3/2>).6f,2[3/2],1,,242692.6,,0.5,(0.50), 100                                    ,L12188
3p5.(2P*<3/2>).6f,2[3/2],2,,242700.3,,0.3,(1.11),  98                                    ,L12188
3p5.(2P*<3/2>).6f,2[9/2],5,,242728.7,,0.5,(1.20), 100                                    ,L12188
3p5.(2P*<3/2>).6f,2[9/2],4,,242732.2,,0.3,(1.02), 100                                    ,L12188
3p5.(2P*<3/2>).6f,2[5/2],3,,242771.2,,0.3,(1.19), 100                                    ,L12188
3p5.(2P*<3/2>).6f,2[5/2],2,,242774.8,,0.3,(0.85),  98                                    ,L12188
3p5.(2P*<3/2>).6f,2[7/2],3,,242810.6,,0.5,(0.96), 100                                    ,L12188
3p5.(2P*<3/2>).6f,2[7/2],4,,242811.1,,0.4,(1.19), 100                                    ,L12188
3p5.6d,"(1/2,3/2)*",1,,242900,,400,,"  67         :    15  3p5.6d (3/2,5/2)* ",L11572
3p5.8s,"(3/2,1/2)*",1,,243700,,400,, 100                                    ,L11572
3p5.7d,"(3/2,3/2)*",1,,244100,,400,,"  84         :    13  3p5.7d (3/2,5/2)* ",L11572
3p5.(2P*<1/2>).6f,2[7/2],3,(,244904,),24,(0.83), 100                                    ,L12188
3p5.(2P*<1/2>).6f,2[7/2],4,(,244905,),24,(1.09), 100                                    ,L12188
3p5.(2P*<1/2>).6f,2[5/2],3,(,244906,),24,(1.20), 100                                    ,L12188
3p5.(2P*<1/2>).6f,2[5/2],2,(,244916,),24,(0.88), 100                                    ,L12188
3p5.7d,"(3/2,5/2)*",1,,245000,,400,,"  58         :    14  3p5.6d (1/2,3/2)* ",L11572
3p5.8s,"(1/2,1/2)*",1,,245800,,400,, 100                                    ,L11572
3p5.7d,"(1/2,3/2)*",1,,246600,,400,,"  63         :    12  3p5.7d (3/2,5/2)* ",L11572
3p5.8d,"(3/2,5/2)*",1,,247600,,400,,"  50         :    28  3p5.7d (1/2,3/2)* ",L11572
3p5.8d,"(3/2,3/2)*",1,,249500,,400,,"  45         :    31  3p5.8d (1/2,3/2)* ",L11572
3p5.8d,"(1/2,3/2)*",1,,250859,,13,,                                        ,L3496
K III (3p5 2P*<3/2>),Limit,---,,255072.8,,1.5,,                                        ,L12188
