obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 17
170.3527,0.0004,170.35294,20,9.0e+07,,106215.059,164916.716,5d9.6s.6p,"(2D<5/2>,1P<1>)*",7/2,5d9.6s.6d,"[(2D<3/2>,1/2)<2>,5/2]",7/2,,T7226,L11760,
170.5433,0.0002,170.54346,200,5.5e+06,,50555.567,109191.648,5d9.6s2,2D,3/2,5d9.6s.6p,"(2D<3/2>,3P<2>)*",3/2,,T7226,L11760,
170.7119,0.0002,170.71194,1500,2.3e+06,,35514.624,94092.834,5d9.6s2,2D,5/2,5d9.6s.6p,"(2D<5/2>,3P<2>)*",3/2,,T7226,L11760,
170.8806,0.0004,170.88091,10,2.1e+08,,110604.447,169124.734,5d9.6s.6p,"(2D<3/2>,3P<2>)*",7/2,5d9.6p2,"(2D<5/2>,1D<2>)",7/2,,T7226,L11760,
171.1738,0.0002,171.17377,600,1.6e+06,,50555.567,108975.732,5d9.6s2,2D,3/2,5d9.6s.6p,"(2D<5/2>,1P<1>)*",5/2,,T7226,L11760,
171.2874,0.0002,171.28761,30,4.8e+07,,86178.478,144559.816,5d9.6s.6p,"(2D<5/2>,3P<1>)*",3/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",3/2,,T7226,L11760,
171.8416,0.0004,171.84160,12,6.0e+07,,97095.774,155288.900,5d9.6s.6p,"(2D<3/2>,3P<0>)*",3/2,5d9.6p2,"(2D<5/2>,3P<1>)",5/2,,T7226,L11760,
173.1823,0.0002,173.18232,700,1.3e+07,,50555.567,108298.183,5d9.6s2,2D,3/2,5d10.7p,2P*,1/2,,T7226,L11760,
175.4112,0.0002,175.41134,30,1.8e+07,,79705.262,136714.118,5d9.6s.6p,"(2D<5/2>,3P<0>)*",5/2,5d9.6s.7s,"[(2D<5/2>,1/2)<3>,1/2]",5/2,,T7226,L11760,
178.7598,0.0003,178.75982,5,1.8e+08,,108975.732,164916.716,5d9.6s.6p,"(2D<5/2>,1P<1>)*",5/2,5d9.6s.6d,"[(2D<3/2>,1/2)<2>,5/2]",7/2,,T7226,L11760,
179.2775,0.0003,,20h,,,,,,,,,,,,,L11760,
179.3921,0.0002,179.39204,500,2.6e+06,,50555.567,106299.401,5d9.6s2,2D,3/2,5d9.6s.6p,"(2D<3/2>,3P<2>)*",1/2,,T7226,L11760,
179.8650,0.0002,179.86473,5000,3.1e+08,,79705.262,135302.600,5d9.6s.6p,"(2D<5/2>,3P<0>)*",5/2,5d9.6s.7s,"[(2D<5/2>,1/2)<3>,1/2]",7/2,,T7226,L11760,
179.8934,0.0002,179.89345,500,3.4e+08,,91139.508,146727.968,5d9.6s.6p,"(2D<5/2>,3P<2>)*",9/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",9/2,,T7226,L11760,
180.0815,0.0003,180.08139,1500,1.2e+07,,50555.567,106086.013,5d9.6s2,2D,3/2,5d9.6s.6p,"(2D<5/2>,1P<1>)*",3/2,,T7226,L11760,
180.6158,0.0002,180.61570,90,7.1e+07,,91139.508,146505.679,5d9.6s.6p,"(2D<5/2>,3P<2>)*",9/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",7/2,,T7226,L11760,
180.8287,0.0003,180.82859,300,7.0e+07,,84836.143,140137.134,5d9.6s.6p,"(2D<5/2>,3P<1>)*",5/2,5d9.6s.7s,"[(2D<5/2>,1/2)<2>,1/2]",5/2,,T7226,L11760,
182.0720,0.0003,182.07207,5000,1.1e+09,,91139.508,146062.814,5d9.6s.6p,"(2D<5/2>,3P<2>)*",9/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",11/2,,T7226,L11760,
182.3859,0.0002,182.38594,60,2.6e+07,,91139.508,145968.295,5d9.6s.6p,"(2D<5/2>,3P<2>)*",9/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",7/2,,T7226,L11760,
182.5121,0.0003,182.51206,3,2.3e+06,,84836.143,139627.043,5d9.6s.6p,"(2D<5/2>,3P<1>)*",5/2,5d10.9d,2D,3/2,,T7226,L11760,
183.2556,0.0003,,3l,,,,,,,,,,,,,L11760,
183.6672,0.0003,183.66749,3,9.1e+07,,95187.361,149633.577,5d9.6s.6p,"(2D<5/2>,3P<2>)*",7/2,5d9.6s.6d,"[(2D<5/2>,1/2)<2>,5/2]",7/2,,T7226,L11760,
184.0623,0.0003,184.06227,1000h,6.5e+08,,95304.138,149633.577,5d9.6s.6p,"(2D<5/2>,3P<2>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<2>,5/2]",7/2,,T7226,L11760,
184.1204,0.0003,184.12046,7,2.2e+08,,110604.447,164916.716,5d9.6s.6p,"(2D<3/2>,3P<2>)*",7/2,5d9.6s.6d,"[(2D<3/2>,1/2)<2>,5/2]",7/2,,T7226,L11760,
184.7417,0.0003,184.74167,12,8.2e+07,,94092.834,148222.473,5d9.6s.6p,"(2D<5/2>,3P<2>)*",3/2,5d9.6s.6d,"[(2D<5/2>,1/2)<2>,3/2]",3/2,,T7226,L11760,
184.8935,0.0003,184.89335,800,3.5e+08,,84836.143,138921.375,5d9.6s.6p,"(2D<5/2>,3P<1>)*",5/2,5d9.6s.7s,"[(2D<5/2>,1/2)<2>,1/2]",3/2,,T7226,L11760,
185.0466,0.0003,185.04638,5,2.9e+07,,94092.834,148133.339,5d9.6s.6p,"(2D<5/2>,3P<2>)*",3/2,5d9.6s.6d,"[(2D<5/2>,1/2)<2>,3/2]",1/2,,T7226,L11760,
185.3271,0.0002,185.32708,800,1.0e+08,,86178.478,140137.134,5d9.6s.6p,"(2D<5/2>,3P<1>)*",3/2,5d9.6s.7s,"[(2D<5/2>,1/2)<2>,1/2]",5/2,,T7226,L11760,
186.0721,0.0003,186.07205,12,3.5e+08,,111174.092,164916.716,5d9.6s.6p,"(2D<3/2>,3P<2>)*",5/2,5d9.6s.6d,"[(2D<3/2>,1/2)<2>,5/2]",7/2,,T7226,L11760,
186.2233,0.0003,,4h,,,,,,,,,,,,,L11760,
186.8064,0.0007,,4h,,,,,,,,,,,,,L11760,
186.9228,0.0002,186.92264,50000,1.0e+09,,51486.070,104984.138,5d10.6p,2P*,1/2,5d10.6d,2D,3/2,,T7226,L11760,
186.9863,0.0002,186.98631,200,3.7e+07,,91139.508,144619.360,5d9.6s.6p,"(2D<5/2>,3P<2>)*",9/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",9/2,,T7226,L11760,
187.0781,0.0003,,10h,,,,,,,,,,,,,L11760,
187.0957,0.0003,187.09576,0.5,9.2e+05,,86178.478,139627.043,5d9.6s.6p,"(2D<5/2>,3P<1>)*",3/2,5d10.9d,2D,3/2,,T7226,L11760,
187.5550,0.0003,187.55485,5000,5.5e+07,,50555.567,103873.302,5d9.6s2,2D,3/2,5d9.6s.6p,"(2D<3/2>,3P<1>)*",1/2,,T7226,L11760,
188.9704,0.0002,188.97042,30,1.9e+08,,95304.138,148222.473,5d9.6s.6p,"(2D<5/2>,3P<2>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<2>,3/2]",3/2,,T7226,L11760,
189.2086,0.0003,189.20885,4h,3.7e+08,,109191.648,162043.299,5d9.6s.6p,"(2D<3/2>,3P<2>)*",3/2,5d9.6s.6d,"[(2D<3/2>,1/2)<1>,5/2]",5/2,,T7226,L11760,
189.5993,0.0002,189.59899,50,3.5e+07,,86178.478,138921.375,5d9.6s.6p,"(2D<5/2>,3P<1>)*",3/2,5d9.6s.7s,"[(2D<5/2>,1/2)<2>,1/2]",3/2,,T7226,L11760,
190.0121,0.0003,190.01181,3000,1.9e+07,,50555.567,103183.874,5d9.6s2,2D,3/2,5d9.6s.6p,"(2D<3/2>,3P<1>)*",3/2,,T7226,L11760,
190.2609,0.0003,190.26082,5,9.7e+06,,94092.834,146652.263,5d9.6s.6p,"(2D<5/2>,3P<2>)*",3/2,5d9.6p2,"(2D<5/2>,3P<0>)",5/2,,T7226,L11760,
190.4700,0.0003,190.46997,2500,2.5e+08,,84212.404,136714.118,5d9.6s.6p,"(2D<5/2>,3P<1>)*",7/2,5d9.6s.7s,"[(2D<5/2>,1/2)<3>,1/2]",5/2,,T7226,L11760,
191.5943,0.0003,191.59442,30,4.2e+07,,106215.059,158408.647,5d9.6s.6p,"(2D<5/2>,1P<1>)*",7/2,5d9.6p2,"(2D<5/2>,3P<2>)",7/2,,T7226,L11760,
192.5099,0.0003,192.50980,10,2.6e+07,,96187.932,148133.339,5d9.6s.6p,"(2D<5/2>,3P<2>)*",1/2,5d9.6s.6d,"[(2D<5/2>,1/2)<2>,3/2]",1/2,,T7226,L11760,
192.7605,0.0003,192.76003,800,8.5e+07,,84836.143,136714.118,5d9.6s.6p,"(2D<5/2>,3P<1>)*",5/2,5d9.6s.7s,"[(2D<5/2>,1/2)<3>,1/2]",5/2,,T7226,L11760,
192.9040,0.0003,192.90423,1,6.8e+07,,106086.013,157925.207,5d9.6s.6p,"(2D<5/2>,1P<1>)*",3/2,5d9.6p2,"(2D<5/2>,3P<2>)",5/2,,T7226,L11760,
193.4591,0.0015,193.4593,3w,4.7e+08,,106215.059,157905.52,5d9.6s.6p,"(2D<5/2>,1P<1>)*",7/2,5d9.6p2,"(2D<5/2>,3P<2>)",9/2,,T7226,L11760,
194.0219,0.0003,194.02177,180,1.7e+08,,95187.361,146727.968,5d9.6s.6p,"(2D<5/2>,3P<2>)*",7/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",9/2,,T7226,L11760,
194.22729,0.00004,194.22729,750000E,7.5e+08,,0.000,51486.070,5d10.6s,2S,1/2,5d10.6p,2P*,1/2,,T7226,L11760,
194.7491,0.0003,194.74908,45,1.7e+07,,95304.138,146652.263,5d9.6s.6p,"(2D<5/2>,3P<2>)*",5/2,5d9.6p2,"(2D<5/2>,3P<0>)",5/2,,T7226,L11760,
194.8622,0.0003,194.86219,800,3.2e+08,,95187.361,146505.679,5d9.6s.6p,"(2D<5/2>,3P<2>)*",7/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",7/2,,T7226,L11760,
195.3074,0.0003,195.30662,45,2.2e+07,,95304.138,146505.679,5d9.6s.6p,"(2D<5/2>,3P<2>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",7/2,,T7226,L11760,
195.7320,0.0003,195.73227,3000,1.9e+08,,84212.404,135302.600,5d9.6s.6p,"(2D<5/2>,3P<1>)*",7/2,5d9.6s.7s,"[(2D<5/2>,1/2)<3>,1/2]",7/2,,T7226,L11760,
195.7759,0.0004,195.77622,5x,8.8e+06,,94092.834,145171.560,5d9.6s.6p,"(2D<5/2>,3P<2>)*",3/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",5/2,,T7226,L11760,
195.9340,0.0003,195.93411,1,2.8e+06,,97095.774,148133.339,5d9.6s.6p,"(2D<3/2>,3P<0>)*",3/2,5d9.6s.6d,"[(2D<5/2>,1/2)<2>,3/2]",1/2,,T7226,L11760,
196.7771,0.0003,196.77719,5,9.8e+06,,94092.834,144911.731,5d9.6s.6p,"(2D<5/2>,3P<2>)*",3/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",3/2,,T7226,L11760,
196.9241,0.0003,196.92430,2.5,8.4e+05,,95187.361,145968.295,5d9.6s.6p,"(2D<5/2>,3P<2>)*",7/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",7/2,,T7226,L11760,
197.3479,0.0002,197.34791,120,1.7e+08,,95187.361,145859.294,5d9.6s.6p,"(2D<5/2>,3P<2>)*",7/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",5/2,,T7226,L11760,
197.3794,0.0002,197.37938,150000,5.5e+07,,35514.624,86178.478,5d9.6s2,2D,5/2,5d9.6s.6p,"(2D<5/2>,3P<1>)*",3/2,,T7226,L11760,
197.8036,0.0003,197.80376,20,7.7e+06,,95304.138,145859.294,5d9.6s.6p,"(2D<5/2>,3P<2>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",5/2,,T7226,L11760,
197.8804,0.0003,197.88015,7500,1.1e+08,,86178.478,136714.118,5d9.6s.6p,"(2D<5/2>,3P<1>)*",3/2,5d9.6s.7s,"[(2D<5/2>,1/2)<3>,1/2]",5/2,,T7226,L11760,
198.0702,0.0003,198.07055,0.33,4.2e+05,,84212.404,134699.466,5d9.6s.6p,"(2D<5/2>,3P<1>)*",7/2,5d10.8d,2D,5/2,,T7226,L11760,
198.1512,0.0003,198.15142,150,5.4e+06,,84836.143,135302.600,5d9.6s.6p,"(2D<5/2>,3P<1>)*",5/2,5d9.6s.7s,"[(2D<5/2>,1/2)<3>,1/2]",7/2,,T7226,L11760,
198.7841,0.0002,198.78423,100000,4.3e+07,,50555.567,100861.369,5d9.6s2,2D,3/2,5d9.6s.6p,"(2D<3/2>,3P<1>)*",5/2,,T7226,L11760,
obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
199.9987,0.0003,199.99842,1,8.8e+05,,95187.361,145171.560,5d9.6s.6p,"(2D<5/2>,3P<2>)*",7/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",5/2,,T7226,L11760,
200.4667,0.0003,200.46684,45,5.2e+07,,95304.138,145171.560,5d9.6s.6p,"(2D<5/2>,3P<2>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",5/2,,T7226,L11760,
201.0342,0.0003,201.03418,3.5,1.1e+06,,84836.143,134562.854,5d9.6s.6p,"(2D<5/2>,3P<1>)*",5/2,5d10.8d,2D,3/2,,T7226,L11760,
201.5171,0.0003,201.51697,4,8.5e+06,,95304.138,144911.731,5d9.6s.6p,"(2D<5/2>,3P<2>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",3/2,,T7226,L11760,
201.7249,0.0003,201.72481,7,1.0e+07,,97095.774,146652.263,5d9.6s.6p,"(2D<3/2>,3P<0>)*",3/2,5d9.6p2,"(2D<5/2>,3P<0>)",5/2,,T7226,L11760,
202.2298,0.0003,202.22916,50u,1.4e+08,,108975.732,158408.647,5d9.6s.6p,"(2D<5/2>,1P<1>)*",5/2,5d9.6p2,"(2D<5/2>,3P<2>)",7/2,,T7226,L11760,
202.2326,0.0003,202.23291,600p,7.7e+07,,95187.361,144619.360,5d9.6s.6p,"(2D<5/2>,3P<2>)*",7/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",9/2,,T7226,L11760,
202.6860,0.0002,202.68598,175000,1.6e+07,,35514.624,84836.143,5d9.6s2,2D,5/2,5d9.6s.6p,"(2D<5/2>,3P<1>)*",5/2,,T7226,L11760,
202.9574,0.0003,202.95695,20,1.8e+07,,95304.138,144559.816,5d9.6s.6p,"(2D<5/2>,3P<2>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",3/2,,T7226,L11760,
203.1753,0.0003,203.17474,3.5,9.0e+06,,106086.013,155288.900,5d9.6s.6p,"(2D<5/2>,1P<1>)*",3/2,5d9.6p2,"(2D<5/2>,3P<1>)",5/2,,T7226,L11760,
203.7730,0.0003,203.77279,3.5,1.9e+07,,96187.932,145246.433,5d9.6s.6p,"(2D<5/2>,3P<2>)*",1/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",1/2,,T7226,L11760,
204.2272,0.0003,204.22672,3,1.8e+08,,108975.732,157925.207,5d9.6s.6p,"(2D<5/2>,1P<1>)*",5/2,5d9.6p2,"(2D<5/2>,3P<2>)",5/2,,T7226,L11760,
205.0051,0.0003,205.00563,10,1.7e+01,,97095.774,145859.294,5d9.6s.6p,"(2D<3/2>,3P<0>)*",3/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",5/2,,T7226,L11760,
205.1731,0.0003,205.17278,3.5,3.0e+06,,96187.932,144911.731,5d9.6s.6p,"(2D<5/2>,3P<2>)*",1/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",3/2,,T7226,L11760,
205.2828,0.0002,205.28241,750000,5.9e+07,,35514.624,84212.404,5d9.6s2,2D,5/2,5d9.6s.6p,"(2D<5/2>,3P<1>)*",7/2,,T7226,L11760,
205.4764,0.0003,,20,,,,,,,,,,,,,L11760,
206.0306,0.0003,206.03048,2,7.3e+05,,86178.478,134699.466,5d9.6s.6p,"(2D<5/2>,3P<1>)*",3/2,5d10.8d,2D,5/2,,T7226,L11760,
206.6657,0.0003,206.66565,3,3.0e+06,,96187.932,144559.816,5d9.6s.6p,"(2D<5/2>,3P<2>)*",1/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",3/2,,T7226,L11760,
211.6423,0.0002,211.64243,45,4.8e+07,,111174.092,158408.647,5d9.6s.6p,"(2D<3/2>,3P<2>)*",5/2,5d9.6p2,"(2D<5/2>,3P<2>)",7/2,,T7226,L11760,
214.8006,0.0002,214.80036,90000,1.1e+07,,50555.567,97095.774,5d9.6s2,2D,3/2,5d9.6s.6p,"(2D<3/2>,3P<0>)*",3/2,,T7226,L11760,
215.8535,0.0003,215.85348,1,1.2e+06,,108975.732,155288.900,5d9.6s.6p,"(2D<5/2>,1P<1>)*",5/2,5d9.6p2,"(2D<5/2>,3P<1>)",5/2,,T7226,L11760,
217.1141,0.0002,217.11406,40,1.0e+06,,94092.834,140137.134,5d9.6s.6p,"(2D<5/2>,3P<2>)*",3/2,5d9.6s.7s,"[(2D<5/2>,1/2)<2>,1/2]",5/2,,T7226,L11760,
218.0887,0.0003,218.08873,1,2.4e+07,,106215.059,152053.602,5d9.6s.6p,"(2D<5/2>,1P<1>)*",7/2,5d9.6p2,"(2D<5/2>,3P<1>)",7/2,,T7226,L11760,
218.3157,0.0002,218.31570,40,1.0e+07,,100861.369,146652.263,5d9.6s.6p,"(2D<3/2>,3P<1>)*",5/2,5d9.6p2,"(2D<5/2>,3P<0>)",5/2,,T7226,L11760,
218.6860,0.0003,218.68591,1,,,123411.351,169124.734,5d10.5f,2F*,5/2,5d9.6p2,"(2D<5/2>,1D<2>)",7/2,,,L11760,
219.0167,0.0003,219.01688,18,2.6e+06,,100861.369,146505.679,5d9.6s.6p,"(2D<3/2>,3P<1>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",7/2,,T7226,L11760,
219.0744,0.0002,219.07421,15000,1.0e+07,,50555.567,96187.932,5d9.6s2,2D,3/2,5d9.6s.6p,"(2D<5/2>,3P<2>)*",1/2,,T7226,L11760,
220.6907,0.0003,,18,,,,,,,,,,,,,L11760,
221.6264,0.0003,221.62642,125,9.5e+06,,100861.369,145968.295,5d9.6s.6p,"(2D<3/2>,3P<1>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",7/2,,T7226,L11760,
222.4013,0.0003,222.40134,4500,2.7e+07,,95187.361,140137.134,5d9.6s.6p,"(2D<5/2>,3P<2>)*",7/2,5d9.6s.7s,"[(2D<5/2>,1/2)<2>,1/2]",5/2,,T7226,L11760,
222.4711,0.0002,222.47110,200000,7.5e+08,,60608.362,105544.042,5d10.6p,2P*,3/2,5d10.6d,2D,5/2,,T7226,L11760,
222.9807,0.0003,222.98069,400,1.0e+07,,95304.138,140137.134,5d9.6s.6p,"(2D<5/2>,3P<2>)*",5/2,5d9.6s.7s,"[(2D<5/2>,1/2)<2>,1/2]",5/2,,T7226,L11760,
223.0032,0.0002,223.00285,7500,1.5e+08,,94092.834,138921.375,5d9.6s.6p,"(2D<5/2>,3P<2>)*",3/2,5d9.6s.7s,"[(2D<5/2>,1/2)<2>,1/2]",3/2,,T7226,L11760,
225.2786,0.0002,225.27837,100000,1.2e+08,,60608.362,104984.138,5d10.6p,2P*,3/2,5d10.6d,2D,3/2,,T7226,L11760,
225.5468,0.0003,225.54712,4,1.3e+06,,95304.138,139627.043,5d9.6s.6p,"(2D<5/2>,3P<2>)*",5/2,5d10.9d,2D,3/2,,T7226,L11760,
225.6120,0.0003,225.61184,2.5,3.5e+06,,100861.369,145171.560,5d9.6s.6p,"(2D<3/2>,3P<1>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",5/2,,T7226,L11760,
225.8678,0.0003,225.86752,10,9.5e+06,,103873.302,148133.339,5d9.6s.6p,"(2D<3/2>,3P<1>)*",1/2,5d9.6s.6d,"[(2D<5/2>,1/2)<2>,3/2]",1/2,,T7226,L11760,
226.02942,0.00005,226.02943,600000,3.0e+08,,51486.070,95714.406,5d10.6p,2P*,1/2,5d10.7s,2S,1/2,,T7226,L11760,
226.22226,0.00006,226.22227,750000,8.0e+06,,35514.624,79705.262,5d9.6s2,2D,5/2,5d9.6s.6p,"(2D<5/2>,3P<0>)*",5/2,,T7226,L11760,
226.3634,0.0002,226.36338,100000,2.8e+08,,91139.508,135302.600,5d9.6s.6p,"(2D<5/2>,3P<2>)*",9/2,5d9.6s.7s,"[(2D<5/2>,1/2)<3>,1/2]",7/2,,T7226,L11760,
228.7705,0.0003,228.77052,5,2.5e+06,,100861.369,144559.816,5d9.6s.6p,"(2D<3/2>,3P<1>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",3/2,,T7226,L11760,
228.9094,0.0003,,15,,,,,,,,,,,,,L11760,
229.1963,0.0002,229.19650,7000h,1.2e+08,,95304.138,138921.375,5d9.6s.6p,"(2D<5/2>,3P<2>)*",5/2,5d9.6s.7s,"[(2D<5/2>,1/2)<2>,1/2]",3/2,,T7226,L11760,
229.6178,0.0002,229.61753,12000,1.7e+06,,50555.567,94092.834,5d9.6s2,2D,3/2,5d9.6s.6p,"(2D<5/2>,3P<2>)*",3/2,,T7226,L11760,
229.9813,0.0002,229.98141,4,5.3e+06,,103183.874,146652.263,5d9.6s.6p,"(2D<3/2>,3P<1>)*",3/2,5d9.6p2,"(2D<5/2>,3P<0>)",5/2,,T7226,L11760,
230.1363,0.0003,230.13643,6,1.6e+06,,96187.932,139627.043,5d9.6s.6p,"(2D<5/2>,3P<2>)*",1/2,5d10.9d,2D,3/2,,T7226,L11760,
232.7233,0.0003,232.72320,20,3.0e+07,,121960.399,164916.716,5d9.6s.6p,"(2D<3/2>,1P<1>)*",5/2,5d9.6s.6d,"[(2D<3/2>,1/2)<2>,5/2]",7/2,,T7226,L11760,
233.9369,0.0003,233.93706,12000,7.8e+07,,96187.932,138921.375,5d9.6s.6p,"(2D<5/2>,3P<2>)*",1/2,5d9.6s.7s,"[(2D<5/2>,1/2)<2>,1/2]",3/2,,T7226,L11760,
234.5524,0.0003,234.55272,8000,8.5e+06,,94092.834,136714.118,5d9.6s.6p,"(2D<5/2>,3P<2>)*",3/2,5d9.6s.7s,"[(2D<5/2>,1/2)<3>,1/2]",5/2,,T7226,L11760,
237.6685,0.0003,237.66859,120,4.4e+07,,103183.874,145246.433,5d9.6s.6p,"(2D<3/2>,3P<1>)*",3/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",1/2,,T7226,L11760,
237.7548,0.0003,237.75470,200,6.0e+06,,106086.013,148133.339,5d9.6s.6p,"(2D<5/2>,1P<1>)*",3/2,5d9.6s.6d,"[(2D<5/2>,1/2)<2>,3/2]",1/2,,T7226,L11760,
238.0918,0.0003,238.09243,40,1.0e+05,,103183.874,145171.560,5d9.6s.6p,"(2D<3/2>,3P<1>)*",3/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",5/2,,T7226,L11760,
239.0152,0.0002,239.01518,3500,3.0e+07,,97095.774,138921.375,5d9.6s.6p,"(2D<3/2>,3P<0>)*",3/2,5d9.6s.7s,"[(2D<5/2>,1/2)<2>,1/2]",3/2,,T7226,L11760,
240.7352,0.0003,240.73536,45000,1.1e+08,,95187.361,136714.118,5d9.6s.6p,"(2D<5/2>,3P<2>)*",7/2,5d9.6s.7s,"[(2D<5/2>,1/2)<3>,1/2]",5/2,,T7226,L11760,
241.4142,0.0003,241.41430,45000,1.0e+08,,95304.138,136714.118,5d9.6s.6p,"(2D<5/2>,3P<2>)*",5/2,5d9.6s.7s,"[(2D<5/2>,1/2)<3>,1/2]",5/2,,T7226,L11760,
241.6292,0.0003,241.62933,60,1.0e+07,,103873.302,145246.433,5d9.6s.6p,"(2D<3/2>,3P<1>)*",1/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",1/2,,T7226,L11760,
241.6638,0.0003,241.66379,10,2.0e+04,,84212.404,125579.636,5d9.6s.6p,"(2D<5/2>,3P<1>)*",7/2,5d10.7d,2D,5/2,,T7226,L11760,
242.2362,0.0003,,20h,,,,,,,,,,,,,L11760,
242.6920,0.0003,,20,,,,,,,,,,,,,L11760,
