obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 17
242.7142,0.0003,,40,,,,,,,,,,,,,L11760,
243.6004,0.0003,243.60016,50,6.8e+05,,103873.302,144911.731,5d9.6s.6p,"(2D<3/2>,3P<1>)*",1/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",3/2,,T7226,L11760,
245.8807,0.0003,245.88059,20h,3.6e+07,,108975.732,149633.577,5d9.6s.6p,"(2D<5/2>,1P<1>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<2>,5/2]",7/2,,T7226,L11760,
246.4357,0.0003,246.43580,3500,2.8e+07,,106086.013,146652.263,5d9.6s.6p,"(2D<5/2>,1P<1>)*",3/2,5d9.6p2,"(2D<5/2>,3P<0>)",5/2,,T7226,L11760,
246.7603,0.0002,246.76029,4000,3.8e+07,,106215.059,146727.968,5d9.6s.6p,"(2D<5/2>,1P<1>)*",7/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",9/2,,T7226,L11760,
246.9035,0.0002,246.90365,800,1.8e+02,,84836.143,125325.531,5d9.6s.6p,"(2D<5/2>,3P<1>)*",5/2,5d10.7d,2D,3/2,,T7226,L11760,
247.2223,0.0003,247.22230,500,1.8e+07,,106215.059,146652.263,5d9.6s.6p,"(2D<5/2>,1P<1>)*",7/2,5d9.6p2,"(2D<5/2>,3P<0>)",5/2,,T7226,L11760,
248.1218,0.0002,248.12180,4000,1.5e+07,,106215.059,146505.679,5d9.6s.6p,"(2D<5/2>,1P<1>)*",7/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",7/2,,T7226,L11760,
249.2064,0.0003,249.20665,50000,7.8e+07,,95187.361,135302.600,5d9.6s.6p,"(2D<5/2>,3P<2>)*",7/2,5d9.6s.7s,"[(2D<5/2>,1/2)<3>,1/2]",7/2,,T7226,L11760,
249.3252,0.0003,249.32551,200,2.4e+06,,95714.406,135810.522,5d10.7s,2S,1/2,5d10.9p,2P*,3/2,,T7226,L11760,
249.8459,0.0003,,20,,,,,,,,,,,,,L11760,
249.9338,0.0003,249.93427,2000,1.2e+05,,95304.138,135302.600,5d9.6s.6p,"(2D<5/2>,3P<2>)*",5/2,5d9.6s.7s,"[(2D<5/2>,1/2)<3>,1/2]",7/2,,T7226,L11760,
251.3493,0.0003,251.34940,12,2.7e+05,,106086.013,145859.294,5d9.6s.6p,"(2D<5/2>,1P<1>)*",3/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",5/2,,T7226,L11760,
251.4762,0.0002,251.47614,5000,3.6e+07,,106215.059,145968.295,5d9.6s.6p,"(2D<5/2>,1P<1>)*",7/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",7/2,,T7226,L11760,
252.1678,0.0002,252.16762,300,1.6e+06,,106215.059,145859.294,5d9.6s.6p,"(2D<5/2>,1P<1>)*",7/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",5/2,,T7226,L11760,
252.3324,0.0002,252.33242,1600p,1.2e+06,,97095.774,136714.118,5d9.6s.6p,"(2D<3/2>,3P<0>)*",3/2,5d9.6s.7s,"[(2D<5/2>,1/2)<3>,1/2]",5/2,,T7226,L11760,
252.3360,0.0003,,30u,,,,,,,,,,,,,L11760,
253.0113,0.0003,253.01093,30,3.3e+05,,95187.361,134699.466,5d9.6s.6p,"(2D<5/2>,3P<2>)*",7/2,5d10.8d,2D,5/2,,T7226,L11760,
254.5334,0.0003,254.53352,1500c,1.8e+06,,100861.369,140137.134,5d9.6s.6p,"(2D<3/2>,3P<1>)*",5/2,5d9.6s.7s,"[(2D<5/2>,1/2)<2>,1/2]",5/2,,T7226,L11760,
254.6445,0.0003,254.64406,70s,1.8e+05,,95304.138,134562.854,5d9.6s.6p,"(2D<5/2>,3P<2>)*",5/2,5d10.8d,2D,3/2,,T7226,L11760,
254.7217,0.0003,254.72176,120,1.2e+07,,108975.732,148222.473,5d9.6s.6p,"(2D<5/2>,1P<1>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<2>,3/2]",3/2,,T7226,L11760,
255.2835,0.0003,255.28328,1500,1.2e+08,,106086.013,145246.433,5d9.6s.6p,"(2D<5/2>,1P<1>)*",3/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",1/2,,T7226,L11760,
255.7724,0.0002,255.77234,1500,1.8e+07,,106086.013,145171.560,5d9.6s.6p,"(2D<5/2>,1P<1>)*",3/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",5/2,,T7226,L11760,
256.4385,0.0002,,150,,,,,,,,,,,,,L11760,
257.4841,0.0002,257.48412,7000,9.0e+07,,106086.013,144911.731,5d9.6s.6p,"(2D<5/2>,1P<1>)*",3/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",3/2,,T7226,L11760,
257.7408,0.0003,257.74133,12,3.5e+06,,103873.302,142660.277,5d9.6s.6p,"(2D<3/2>,3P<1>)*",1/2,5d10.10d,2D,3/2,,T7226,L11760,
258.9071,0.0003,258.90718,15,3.2e+05,,106299.401,144911.731,5d9.6s.6p,"(2D<3/2>,3P<2>)*",1/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",3/2,,T7226,L11760,
258.9833,0.0002,258.98337,15,4.5e+06,,106086.013,144686.984,5d9.6s.6p,"(2D<5/2>,1P<1>)*",3/2,5d10.11d,2D,5/2,,T7226,L11760,
259.8395,0.0002,259.83945,1500,1.6e+07,,106086.013,144559.816,5d9.6s.6p,"(2D<5/2>,1P<1>)*",3/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",3/2,,T7226,L11760,
259.8806,0.0003,259.88057,12,2.4e+05,,94092.834,132560.550,5d9.6s.6p,"(2D<5/2>,3P<2>)*",3/2,5d10.9s,2S,1/2,,T7226,L11760,
260.3096,0.0002,260.30972,8000,1.0e+08,,106215.059,144619.360,5d9.6s.6p,"(2D<5/2>,1P<1>)*",7/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",9/2,,T7226,L11760,
262.6646,0.0003,262.66465,8,1.3e+05,,100861.369,138921.375,5d9.6s.6p,"(2D<3/2>,3P<1>)*",5/2,5d9.6s.7s,"[(2D<5/2>,1/2)<2>,1/2]",3/2,,T7226,L11760,
262.7851,0.0002,,15,,,,,,,,,,,,,L11760,
265.3381,0.0002,265.33824,3000,7.7e+06,,108975.732,146652.263,5d9.6s.6p,"(2D<5/2>,1P<1>)*",5/2,5d9.6p2,"(2D<5/2>,3P<0>)",5/2,,T7226,L11760,
266.3748,0.0002,266.37465,3000,1.1e+07,,108975.732,146505.679,5d9.6s.6p,"(2D<5/2>,1P<1>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",7/2,,T7226,L11760,
266.8682,0.0003,266.86768,15,8.3e+05,,109191.648,146652.263,5d9.6s.6p,"(2D<3/2>,3P<2>)*",3/2,5d9.6p2,"(2D<5/2>,3P<0>)",5/2,,T7226,L11760,
267.0967,0.0002,267.09664,30c,6.2e+07,,124614.794,162043.299,5d9.6s.6p,"(2D<3/2>,1P<1>)*",3/2,5d9.6s.6d,"[(2D<3/2>,1/2)<1>,5/2]",5/2,,T7226,L11760,
269.1001,0.0003,269.09905,100,3.8e+06,,104984.138,142134.148,5d10.6d,2D,3/2,5d10.8f,2F*,5/2,,T7226,L11760,
269.2649,0.0003,,10,,,,,,,,,,,,,L11760,
269.8374,0.0003,269.83727,30,4.0e+06,,111174.092,148222.473,5d9.6s.6p,"(2D<3/2>,3P<2>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<2>,3/2]",3/2,,T7226,L11760,
270.2445,0.0003,270.24445,1500,7.4e+07,,108975.732,145968.295,5d9.6s.6p,"(2D<5/2>,1P<1>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",7/2,,T7226,L11760,
270.5319,0.0002,270.53189,1000,1.2e+07,,103183.874,140137.134,5d9.6s.6p,"(2D<3/2>,3P<1>)*",3/2,5d9.6s.7s,"[(2D<5/2>,1/2)<2>,1/2]",5/2,,T7226,L11760,
271.0431,0.0002,271.04314,150,9.7e+06,,108975.732,145859.294,5d9.6s.6p,"(2D<5/2>,1P<1>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",5/2,,T7226,L11760,
272.5310,0.0002,,15,,,,,,,,,,,,,L11760,
272.9481,0.0002,272.94780,120,8.5e+06,,106086.013,142712.211,5d9.6s.6p,"(2D<5/2>,1P<1>)*",3/2,5d10.10d,2D,5/2,,T7226,L11760,
273.0417,0.0003,273.04211,8,1.1e+05,,108298.183,144911.731,5d10.7p,2P*,1/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",3/2,,T7226,L11760,
273.2602,0.0003,273.25941,100,3.8e+06,,105544.042,142128.476,5d10.6d,2D,5/2,5d10.8f,2F*,7/2,,T7226,L11760,
274.2801,0.0005,274.2805,3,2.8e+05,,121960.399,158408.647,5d9.6s.6p,"(2D<3/2>,1P<1>)*",5/2,5d9.6p2,"(2D<5/2>,3P<2>)",7/2,,T7226,L11760,
274.3193,0.0003,274.31870,5c,1.5e+05,,103183.874,139627.043,5d9.6s.6p,"(2D<3/2>,3P<1>)*",3/2,5d10.9d,2D,3/2,,T7226,L11760,
274.9803,0.0002,274.98029,80,5.5e+06,,108298.183,144653.677,5d10.7p,2P*,1/2,5d10.11d,2D,3/2,,T7226,L11760,
276.1932,0.0002,276.19333,7000,8.3e+07,,108975.732,145171.560,5d9.6s.6p,"(2D<5/2>,1P<1>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",5/2,,T7226,L11760,
276.4527,0.0003,276.45267,25w,4.2e+06,,111971.464,148133.339,5d10.7p,2P*,3/2,5d9.6s.6d,"[(2D<5/2>,1/2)<2>,3/2]",1/2,,T7226,L11760,
276.7460,0.0002,276.74621,500,3.9e+06,,110604.447,146727.968,5d9.6s.6p,"(2D<3/2>,3P<2>)*",7/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",9/2,,T7226,L11760,
276.8897,0.0002,,25,,,,,,,,,,,,,L11760,
277.1266,0.0002,,40s,,,,,,,,,,,,,L11760,
277.3274,0.0002,277.32744,25,1.8e+06,,110604.447,146652.263,5d9.6s.6p,"(2D<3/2>,3P<2>)*",7/2,5d9.6p2,"(2D<5/2>,3P<0>)",5/2,,T7226,L11760,
277.8511,0.0002,277.85086,150,2.8e+06,,109191.648,145171.560,5d9.6s.6p,"(2D<3/2>,3P<2>)*",3/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",5/2,,T7226,L11760,
278.1902,0.0002,278.19041,2500,2.0e+07,,108975.732,144911.731,5d9.6s.6p,"(2D<5/2>,1P<1>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",3/2,,T7226,L11760,
278.4597,0.0002,278.45982,700,2.9e+06,,110604.447,146505.679,5d9.6s.6p,"(2D<3/2>,3P<2>)*",7/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",7/2,,T7226,L11760,
278.8361,0.0002,278.83640,3500,4.3e+06,,100861.369,136714.118,5d9.6s.6p,"(2D<3/2>,3P<1>)*",5/2,5d9.6s.7s,"[(2D<5/2>,1/2)<3>,1/2]",5/2,,T7226,L11760,
279.0428,0.0002,279.04263,80,4.0e+07,,106086.013,141912.265,5d9.6s.6p,"(2D<5/2>,1P<1>)*",3/2,5d10.11s,2S,1/2,,T7226,L11760,
279.6085,0.0002,279.60858,300,5.5e+06,,103873.302,139627.043,5d9.6s.6p,"(2D<3/2>,3P<1>)*",1/2,5d10.9d,2D,3/2,,T7226,L11760,
279.7356,0.0002,279.73565,3000c,1.3e+07,,103183.874,138921.375,5d9.6s.6p,"(2D<3/2>,3P<1>)*",3/2,5d9.6s.7s,"[(2D<5/2>,1/2)<2>,1/2]",3/2,,T7226,L11760,
279.8724,0.0002,279.87206,500,6.0e+06,,109191.648,144911.731,5d9.6s.6p,"(2D<3/2>,3P<2>)*",3/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",3/2,,T7226,L11760,
280.63554,0.00007,280.63553,75000,8.0e+05,,50555.567,86178.478,5d9.6s2,2D,3/2,5d9.6s.6p,"(2D<5/2>,3P<1>)*",3/2,,T7226,L11760,
280.9417,0.0002,280.94176,1500,1.6e+07,,108975.732,144559.816,5d9.6s.6p,"(2D<5/2>,1P<1>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",3/2,,T7226,L11760,
281.49126,0.00005,281.49126,400c,,,0.000,35514.624,5d10.6s,2S,1/2,5d9.6s2,2D,5/2,UT,,L11760,
281.7803,0.0002,281.78050,700,2.2e+06,,111174.092,146652.263,5d9.6s.6p,"(2D<3/2>,3P<2>)*",5/2,5d9.6p2,"(2D<5/2>,3P<0>)",5/2,,T7226,L11760,
282.6572,0.0003,282.65694,30,1.6e+06,,109191.648,144559.816,5d9.6s.6p,"(2D<3/2>,3P<2>)*",3/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",3/2,,T7226,L11760,
282.6911,0.0002,282.69147,120,2.2e+06,,110604.447,145968.295,5d9.6s.6p,"(2D<3/2>,3P<2>)*",7/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",7/2,,T7226,L11760,
282.8841,0.0003,,40,,,,,,,,,,,,,L11760,
282.9495,0.0002,282.94961,200,1.0e+06,,111174.092,146505.679,5d9.6s.6p,"(2D<3/2>,3P<2>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",7/2,,T7226,L11760,
283.5654,0.0002,283.56554,35,3.5e+05,,110604.447,145859.294,5d9.6s.6p,"(2D<3/2>,3P<2>)*",7/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",5/2,,T7226,L11760,
283.9005,0.0007,,10,,,,,,,,,,,,,L11760,
284.76750,0.00010,284.76754,3500000,3.0e+08,,60608.362,95714.406,5d10.6p,2P*,3/2,5d10.7s,2S,1/2,,T7226,L11760,
285.2387,0.0002,285.23858,2500,1.1e+07,,103873.302,138921.375,5d9.6s.6p,"(2D<3/2>,3P<1>)*",1/2,5d9.6s.7s,"[(2D<5/2>,1/2)<2>,1/2]",3/2,,T7226,L11760,
287.3200,0.0002,287.31988,5000,1.8e+07,,111174.092,145968.295,5d9.6s.6p,"(2D<3/2>,3P<2>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",7/2,,T7226,L11760,
288.2228,0.0002,288.22284,100,2.2e+05,,111174.092,145859.294,5d9.6s.6p,"(2D<3/2>,3P<2>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",5/2,,T7226,L11760,
288.2594,0.0002,288.25944,700,1.3e+07,,111971.464,146652.263,5d10.7p,2P*,3/2,5d9.6p2,"(2D<5/2>,3P<0>)",5/2,,T7226,L11760,
289.2559,0.0003,289.25550,15h,1.4e+06,,103873.302,138434.682,5d9.6s.6p,"(2D<3/2>,3P<1>)*",1/2,5d10.10s,2S,1/2,,T7226,L11760,
290.2646,0.0002,290.26462,700,1.6e+05,,100861.369,135302.600,5d9.6s.6p,"(2D<3/2>,3P<1>)*",5/2,5d9.6s.7s,"[(2D<5/2>,1/2)<3>,1/2]",7/2,,T7226,L11760,
290.4044,0.0002,,200,,,,,,,,,,,,,L11760,
290.9334,0.0004,290.93314,500,9.0e+06,,108298.183,142660.277,5d10.7p,2P*,1/2,5d10.10d,2D,3/2,,T7226,L11760,
291.62498,0.00003,291.62500,300000E,7.8e+05,,50555.567,84836.143,5d9.6s2,2D,3/2,5d9.6s.6p,"(2D<5/2>,3P<1>)*",5/2,,T7226,L11760,
293.5903,0.0004,293.59022,30000,3.8e+07,,106086.013,140137.134,5d9.6s.6p,"(2D<5/2>,1P<1>)*",3/2,5d9.6s.7s,"[(2D<5/2>,1/2)<2>,1/2]",5/2,,T7226,L11760,
293.9026,0.0004,293.90275,2500,7.0e+06,,110604.447,144619.360,5d9.6s.6p,"(2D<3/2>,3P<2>)*",7/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",9/2,,T7226,L11760,
294.0537,0.0004,294.05357,2000,2.2e+07,,111174.092,145171.560,5d9.6s.6p,"(2D<3/2>,3P<2>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",5/2,,T7226,L11760,
294.7074,0.0004,294.70714,250000,1.7e+08,,106215.059,140137.134,5d9.6s.6p,"(2D<5/2>,1P<1>)*",7/2,5d9.6s.7s,"[(2D<5/2>,1/2)<2>,1/2]",5/2,,T7226,L11760,
295.5125,0.0004,295.51292,1500,9.5e+06,,104984.138,138813.721,5d10.6d,2D,3/2,5d10.7f,2F*,5/2,,T7226,L11760,
296.3183,0.0004,296.31831,700,8.8e+06,,111174.092,144911.731,5d9.6s.6p,"(2D<3/2>,3P<2>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",3/2,,T7226,L11760,
296.5100,0.0004,,10c,,,,,,,,,,,,,L11760,
296.6360,0.0004,296.63620,15,7.2e+04,,100861.369,134562.854,5d9.6s.6p,"(2D<3/2>,3P<1>)*",5/2,5d10.8d,2D,3/2,,T7226,L11760,
297.4073,0.0004,297.40755,120,8.0e+06,,108298.183,141912.265,5d10.7p,2P*,1/2,5d10.11s,2S,1/2,,T7226,L11760,
297.5118,0.0004,297.51188,1200h,1.1e+07,,106086.013,139688.308,5d9.6s.6p,"(2D<5/2>,1P<1>)*",3/2,5d10.9d,2D,5/2,,T7226,L11760,
298.0554,0.0004,298.05533,100h,1.6e+06,,106086.013,139627.043,5d9.6s.6p,"(2D<5/2>,1P<1>)*",3/2,5d10.9d,2D,3/2,,T7226,L11760,
298.1513,0.0004,298.15121,250,1.1e+06,,103183.874,136714.118,5d9.6s.6p,"(2D<3/2>,3P<1>)*",3/2,5d9.6s.7s,"[(2D<5/2>,1/2)<3>,1/2]",5/2,,T7226,L11760,
298.6592,0.0004,298.65889,80h,1.1e+05,,106215.059,139688.308,5d9.6s.6p,"(2D<5/2>,1P<1>)*",7/2,5d10.9d,2D,5/2,,T7226,L11760,
299.4420,0.0004,299.44190,140,8.0e+05,,111174.092,144559.816,5d9.6s.6p,"(2D<3/2>,3P<2>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",3/2,,T7226,L11760,
299.9553,0.0004,299.9560,10,2.8e+04,,121960.399,155288.900,5d9.6s.6p,"(2D<3/2>,1P<1>)*",5/2,5d9.6p2,"(2D<5/2>,3P<1>)",5/2,,T7226,L11760,
300.4385,0.0004,300.43863,300h,6.0e+07,,111971.464,145246.433,5d10.7p,2P*,3/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",1/2,,T7226,L11760,
300.4863,0.0004,300.48640,100,6.3e+05,,105544.042,138813.721,5d10.6d,2D,5/2,5d10.7f,2F*,5/2,,T7226,L11760,
300.6507,0.0004,300.65033,2000,9.5e+06,,105544.042,138795.581,5d10.6d,2D,5/2,5d10.7f,2F*,7/2,,T7226,L11760,
301.1162,0.0004,301.11621,300,1.0e+07,,111971.464,145171.560,5d10.7p,2P*,3/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",5/2,,T7226,L11760,
303.4916,0.0004,303.49148,2000,4.2e+07,,111971.464,144911.731,5d10.7p,2P*,3/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",3/2,,T7226,L11760,
304.4610,0.0004,304.46113,25p,9.2e+03,,106086.013,138921.375,5d9.6s.6p,"(2D<5/2>,1P<1>)*",3/2,5d9.6s.7s,"[(2D<5/2>,1/2)<2>,1/2]",3/2,,T7226,L11760,
304.5161,0.0004,304.51583,30w,1.9e+05,,106215.059,139044.524,5d9.6s.6p,"(2D<5/2>,1P<1>)*",7/2,5d10.6g,2G,9/2,,T7226,L11760,
304.5161,0.0004,304.51585,30w,6.9e+03,,106215.059,139044.521,5d9.6s.6p,"(2D<5/2>,1P<1>)*",7/2,5d10.6g,2G,7/2,,T7226,L11760,
304.8503,0.0004,304.84940,25,2.4e+05,,100861.369,133654.913,5d9.6s.6p,"(2D<3/2>,3P<1>)*",5/2,5d10.5g,2G,7/2,,T7226,L11760,
305.5765,0.0004,305.57647,60,1.8e+06,,111971.464,144686.984,5d10.7p,2P*,3/2,5d10.11d,2D,5/2,,T7226,L11760,
306.4529,0.0004,306.45277,800,6.0e+06,,106299.401,138921.375,5d9.6s.6p,"(2D<3/2>,3P<2>)*",1/2,5d9.6s.7s,"[(2D<5/2>,1/2)<2>,1/2]",3/2,,T7226,L11760,
306.7684,0.0004,306.76895,480,8.0e+06,,111971.464,144559.816,5d10.7p,2P*,3/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",3/2,,T7226,L11760,
306.9177,0.0004,,40,,,,,,,,,,,,,L11760,
307.0478,0.0004,,35,,,,,,,,,,,,,L11760,
308.7549,0.0004,,1100c,,,,,,,,,,,,,L11760,
310.2668,0.0004,,150,,,,,,,,,,,,,L11760,
311.6195,0.0004,311.61988,15000,8.8e+06,,95714.406,127795.481,5d10.7s,2S,1/2,5d10.8p,2P*,3/2,,T7226,L11760,
313.9679,0.0004,,30,,,,,,,,,,,,,L11760,
317.2116,0.0003,317.21148,40h,1.2e+05,,103183.874,134699.466,5d9.6s.6p,"(2D<3/2>,3P<1>)*",3/2,5d10.8d,2D,5/2,,T7226,L11760,
318.7744,0.0004,,70h,,,,,,,,,,,,,L11760,
319.1019,0.0003,319.10225,7500,1.5e+07,,108298.183,139627.043,5d10.7p,2P*,1/2,5d10.9d,2D,3/2,,T7226,L11760,
319.1591,0.0003,,35,,,,,,,,,,,,,L11760,
320.1385,0.0003,320.13868,2500,1.0e+07,,95714.406,126941.844,5d10.7s,2S,1/2,5d10.8p,2P*,1/2,,T7226,L11760,
320.7709,0.0003,,500,,,,,,,,,,,,,L11760,
320.8169,0.0003,320.81713,120000,8.2e+07,,108975.732,140137.134,5d9.6s.6p,"(2D<5/2>,1P<1>)*",5/2,5d9.6s.7s,"[(2D<5/2>,1/2)<2>,1/2]",5/2,,T7226,L11760,
322.7813,0.0003,,150h,,,,,,,,,,,,,L11760,
325.2076,0.0003,325.20733,450,2.5e+06,,111971.464,142712.211,5d10.7p,2P*,3/2,5d10.10d,2D,5/2,,T7226,L11760,
325.2916,0.0003,,100,,,,,,,,,,,,,L11760,
325.6018,0.0003,,80h,,,,,,,,,,,,,L11760,
325.7501,0.0004,325.74985,900h,1.0e+07,,103873.302,134562.854,5d9.6s.6p,"(2D<3/2>,3P<1>)*",1/2,5d10.8d,2D,3/2,,T7226,L11760,
326.1552,0.0011,326.15627,3G,6.5e+04,,108975.732,139627.043,5d9.6s.6p,"(2D<5/2>,1P<1>)*",5/2,5d10.9d,2D,3/2,,T7226,L11760,
326.4039,0.0004,326.40340,60000,2.3e+07,,106086.013,136714.118,5d9.6s.6p,"(2D<5/2>,1P<1>)*",3/2,5d9.6s.7s,"[(2D<5/2>,1/2)<3>,1/2]",5/2,,T7226,L11760,
326.4552,0.0004,326.45577,100l,1.4e+06,,108298.183,138921.375,5d10.7p,2P*,1/2,5d9.6s.7s,"[(2D<5/2>,1/2)<2>,1/2]",3/2,,T7226,L11760,
327.7846,0.0004,327.78451,10000,1.8e+07,,106215.059,136714.118,5d9.6s.6p,"(2D<5/2>,1P<1>)*",7/2,5d9.6s.7s,"[(2D<5/2>,1/2)<3>,1/2]",5/2,,T7226,L11760,
327.8104,0.0004,327.81030,100h,4.8e+06,,109191.648,139688.308,5d9.6s.6p,"(2D<3/2>,3P<2>)*",3/2,5d10.9d,2D,5/2,,T7226,L11760,
328.4712,0.0004,328.47019,10,1.0e+06,,109191.648,139627.043,5d9.6s.6p,"(2D<3/2>,3P<2>)*",3/2,5d10.9d,2D,3/2,,T7226,L11760,
328.9366,0.0004,328.93623,300h,1.3e+04,,95187.361,125579.636,5d9.6s.6p,"(2D<5/2>,3P<2>)*",7/2,5d10.7d,2D,5/2,,T7226,L11760,
