Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
392.753,392.755,0.031,6w,,,61 773.12,-,87 227.1?,4d95s(3D)5p,4D°,7/2,4d<sup>9</sup>5s(<sup>3</sup>D)5d,2F,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2489&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=2489&amp;type=
392.837,392.838,0.031,4w,,,61 773.12,-,87 221.7,4d95s(3D)5p,4D°,7/2,4d<sup>9</sup>5s(<sup>3</sup>D)5d,4P,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2489&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=2489&amp;type=
394.043,394.047,0.031,10w,,,61 773.12,-,87 143.6,4d95s(3D)5p,4D°,7/2,4d<sup>9</sup>5s(<sup>3</sup>D)5d,2D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3326&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=3326&amp;type=
394.290,394.292,0.031,10w,,,63 531.35,-,88 886.1,4d95s(3D)5p,2D°,3/2,4d<sup>9</sup>5s(<sup>3</sup>D)5d,2F,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2489&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=2489&amp;type=
398.1580,398.15760,0.00005,30,,,30 472.66516,-,55 581.246,4d105p,2P°,3/2,4d<sup>10</sup>8s,2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11755&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=11755&amp;type=
399.168,399.164,0.032,5w,,,62 181.85,-,87 227.1?,4d95s(3D)5p,4D°,5/2,4d<sup>9</sup>5s(<sup>3</sup>D)5d,2F,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2489&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=2489&amp;type=
399.246,399.251,0.032,5w,,,62 181.85,-,87 221.7,4d95s(3D)5p,4D°,5/2,4d<sup>9</sup>5s(<sup>3</sup>D)5d,4P,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2489&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=2489&amp;type=
405.5476,405.54750,0.00003,400,,,29 552.05741,-,54 203.119,4d105p,2P°,1/2,4d<sup>10</sup>6d,2D,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11755&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=11755&amp;type=
408.343,,,10w,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3326&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=3326&amp;type=
421.0960,421.09542,0.00005,700,,,30 472.66516,-,54 213.564,4d105p,2P°,3/2,4d<sup>10</sup>6d,2D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11755&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=11755&amp;type=
421.2814,421.28077,0.00004,70,,,30 472.66516,-,54 203.119,4d105p,2P°,3/2,4d<sup>10</sup>6d,2D,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11755&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=11755&amp;type=
431.1074,431.108,0.037,50,,,56 223.489,-,79 413.0,4d95s(3D)5p,4P°,5/2,4d<sup>9</sup>5s(<sup>3</sup>D)6s,4D,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3326&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=3326&amp;type=
439.623,439.616,0.039,20,,,61 242.25,-,83 983.0,4d95s(3D)5p,4F°,3/2,4d<sup>9</sup>5s(<sup>3</sup>D)6s,4D,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3326&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=3326&amp;type=
447.6040,447.604035,0.000020,80,,,29 552.05741,-,51 886.965,4d105p,2P°,1/2,4d<sup>10</sup>7s,2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11755&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=11755&amp;type=
455.552,455.557,0.042,20w,,,59 321.40,-,81 266.4,4d95s(3D)5p,4F°,5/2,4d<sup>9</sup>5s(<sup>3</sup>D)6s,4D,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2489&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=2489&amp;type=
461.569,461.564,0.043,30w,,,58 504.586,-,80 164.0,4d95s(3D)5p,4P°,3/2,4d<sup>9</sup>5s(<sup>3</sup>D)6s,4D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3326&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=3326&amp;type=
466.8477,466.846993,0.000022,130,,,30 472.66516,-,51 886.965,4d105p,2P°,3/2,4d<sup>10</sup>7s,2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11755&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=11755&amp;type=
467.760,467.725,0.044,30w*,,,58 789.879,-,80 164.0,4d95s(3D)5p,4F°,7/2,4d<sup>9</sup>5s(<sup>3</sup>D)6s,4D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3326&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=3326&amp;type=
467.760,467.794,0.044,30w*,,,58 042.063,-,79 413.0,4d106f,2F°,7/2,4d<sup>9</sup>5s(<sup>3</sup>D)6s,4D,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3326&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=3326&amp;type=
479.646,479.653,0.046,20w,,,59 321.40,-,80 164.0,4d95s(3D)5p,4F°,5/2,4d<sup>9</sup>5s(<sup>3</sup>D)6s,4D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2489&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=2489&amp;type=
484.782,484.757,0.047,30w,,,58 789.879,-,79 413.0,4d95s(3D)5p,4F°,7/2,4d<sup>9</sup>5s(<sup>3</sup>D)6s,4D,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3326&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=3326&amp;type=
487.4100,487.408,0.048,100,,,58 902.05,-,79 413.0,4d95s(3D)5p,4F°,9/2,4d<sup>9</sup>5s(<sup>3</sup>D)6s,4D,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3326&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=3326&amp;type=
488.821,488.822,0.048,20,,,63 531.35,-,83 983.0,4d95s(3D)5p,2D°,3/2,4d<sup>9</sup>5s(<sup>3</sup>D)6s,4D,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3326&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=3326&amp;type=
491.748,491.735,0.048,10w,,,64 264.5,-,84 595.0,4d95s(3D)5p,2F°,5/2,4d<sup>9</sup>5s(<sup>3</sup>D)6s,2D,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2489&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=2489&amp;type=
493.575,493.572,0.049,10,,,66 972.30,-,87 227.1?,4d95s(3D)5p,2D°,5/2,4d<sup>9</sup>5s(<sup>3</sup>D)5d,2F,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3326&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=3326&amp;type=
499.286,499.258,0.050,20w,,,61 242.25,-,81 266.4,4d95s(3D)5p,4F°,3/2,4d<sup>9</sup>5s(<sup>3</sup>D)6s,4D,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2489&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=2489&amp;type=
512.350,512.354,0.053,15w,,,66 972.30,-,86 484.6,4d95s(3D)5p,2D°,5/2,4d<sup>9</sup>5s(<sup>1</sup>D)6s,2D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3326&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=3326&amp;type=
520.9078,520.90780,0.00005,1000,7.5e+07,D,29 552.05741,-,48 743.969,4d105p,2P°,1/2,4d<sup>10</sup>5d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4515&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=4515&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11755&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=11755&amp;type=
533.362,533.31732,0.00006,10w,,,29 552.05741,-,48 297.406,4d105p,2P°,1/2,4d<sup>10</sup>6p,2P°,1/2,M1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3326&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=3326&amp;type=M1
546.5497,546.54853,0.00006,1000,8.6e+07,D,30 472.66516,-,48 764.219,4d105p,2P°,3/2,4d<sup>10</sup>5d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4515&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=4515&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11755&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=11755&amp;type=
547.1555,547.15428,0.00006,50,1.4e+07,D,30 472.66516,-,48 743.969,4d105p,2P°,3/2,4d<sup>10</sup>5d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4515&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=4515&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11755&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=11755&amp;type=
547.5376,547.537609,0.000012,20,,,30 242.298349,-,48 500.8105,4d95s2,2D,5/2,4d<sup>10</sup>6p,2P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11755&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=11755&amp;type=
554.567,554.534216,0.000016,20w,,,30 472.66516,-,48 500.8105,4d105p,2P°,3/2,4d<sup>10</sup>6p,2P°,3/2,M1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3326&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=3326&amp;type=M1
555.954,555.953,0.062,10w,,,62 181.85,-,80 164.0,4d95s(3D)5p,4D°,5/2,4d<sup>9</sup>5s(<sup>3</sup>D)6s,4D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2489&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=2489&amp;type=
566.734,566.740,0.064,100,,,61 773.12,-,79 413.0,4d95s(3D)5p,4D°,7/2,4d<sup>9</sup>5s(<sup>3</sup>D)6s,4D,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3326&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=3326&amp;type=
608.378,608.350,0.074,10w,,,65 637.75,-,82 071.1,4d95s(3D)5p,2F°,7/2,4d<sup>9</sup>5s(<sup>3</sup>D)6s,2D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3326&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=3326&amp;type=
626.850,626.84723,0.00020,10w,,,42 556.147,-,58 504.586,4d106s,2S,1/2,4d<sup>9</sup>5s(<sup>3</sup>D)5p,4P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3326&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=3326&amp;type=
662.117,662.121,0.088,20,,,66 972.30,-,82 071.1,4d95s(3D)5p,2D°,5/2,4d<sup>9</sup>5s(<sup>3</sup>D)6s,2D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2489&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=2489&amp;type=
735.996,736.00190,0.00011,20,,,34 714.22643,-,48 297.406,4d95s2,2D,3/2,4d<sup>10</sup>6p,2P°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3326&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=3326&amp;type=
768.7772,768.77726,0.00006,500,,,29 552.05741,-,42 556.147,4d105p,2P°,1/2,4d<sup>10</sup>6s,2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11755&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=11755&amp;type=
827.3509,827.34862,0.00007,1000,,,30 472.66516,-,42 556.147,4d105p,2P°,3/2,4d<sup>10</sup>6s,2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11755&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=11755&amp;type=
864.570,,,30w,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3326&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=3326&amp;type=
870.485,870.47018,0.00015,10w,,,42 556.147,-,54 041.037,4d106s,2S,1/2,4d<sup>10</sup>7p,2P°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3326&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=3326&amp;type=
1 255.1,,,10,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=17220&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=17220&amp;type=
1 681.9,1 681.7216,0.0003,60,,,42 556.147,-,48 500.8105,4d106s,2S,1/2,4d<sup>10</sup>6p,2P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=17220&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=17220&amp;type=
1 741.6,1 741.3027,0.0006,20,,,42 556.147,-,48 297.406,4d106s,2S,1/2,4d<sup>10</sup>6p,2P°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=17220&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=17220&amp;type=
1 830.8,1 830.7470,0.0010,15,,,48 743.969,-,54 204.729,4d105d,2D,3/2,4d<sup>10</sup>4f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=17220&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=17220&amp;type=
1 838.2,1 837.5558,0.0014,15*,,,48 764.219,-,54 204.745,4d105d,2D,5/2,4d<sup>10</sup>4f,2F°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=17220&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=17220&amp;type=
1 838.2,1 837.5612,0.0010,15*,,,48 764.219,-,54 204.729,4d105d,2D,5/2,4d<sup>10</sup>4f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=17220&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=17220&amp;type=
3 990,3 989.092,0.006,5*,,,54 204.729,-,56 711.565,4d104f,2F°,5/2,4d<sup>10</sup>5g,2G,"7/2,9/2",,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=15228&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=15228&amp;type=
3 990,3 989.118,0.006,5*,,,54 204.745,-,56 711.565,4d104f,2F°,7/2,4d<sup>10</sup>5g,2G,"7/2,9/2",,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=15228&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=15228&amp;type=
3 996.2,3 998.820,0.005,8*,,,54 204.729,-,56 705.467,4d104f,2F°,5/2,4d<sup>10</sup>7d,2D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=15228&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=15228&amp;type=
3 996.2,3 998.845,0.006,8*,,,54 204.745,-,56 705.467,4d104f,2F°,7/2,4d<sup>10</sup>7d,2D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=15228&amp;comment_code=&amp;element=Ag&amp;spectr_charge=1&amp;ref=15228&amp;type=
